mean_2d,mean_3d,mean_Z,adjusted_mean_2d,adjusted_mean_3d,median_2d,median_3d,median_Z,sd_2d,sd_3d,sd_Z,point_fraction,name,mean_2d_woody,mean_3d_woody,mean_Z_woody,adjusted_mean_2d_woody,adjusted_mean_3d_woody,median_2d_woody,median_3d_woody,median_Z_woody,sd_2d_woody,sd_3d_woody,sd_Z_woody,fraction_points_woody,mean_2d_herb,mean_3d_herb,mean_Z_herb,adjusted_mean_2d_herb,adjusted_mean_3d_herb,median_2d_herb,median_3d_herb,median_Z_herb,sd_2d_herb,sd_3d_herb,sd_Z_herb,point_fraction_understory,sd_2d_partial,sd_3d_partial,sd_adjusted_3d_partial,sd_Z_partial,mean_fraction_points_partial,sd_fraction_points_partial,sd_3d_partial_woody,sd_adjusted_3d_partial_woody,sd_fraction_points_partial_woody,sd_3d_partial_herb,sd_adjusted_3d_partial_herb,sd_Z_partial_woody,sd_Z_partial_herb
2.81899442618191,3.04184191722765,-0.328162808277858,6.15735409171831,6.64410599802771,1.54312961218428,1.7003946600716,-0.734,3.6591217425892,3.62227530997305,0.964410898032064,0.457825615384615,WI_S05_P05,6.02192382694547,6.25061574229758,1.25203742548759,39.0061329333883,40.4874514467678,2.72251372815639,2.99446572864009,0.908,5.84667474573193,5.85182566441131,1.13986450755019,0.154384025641026,2.00627589533627,2.22768198139907,-0.729109823791399,2.19789043494823,2.44044247872643,1.28815527014409,1.49749724540648,-0.786,2.20228750876187,2.11815600165785,0.205760783687139,0.912818884615385,5.43687102000053,5.39422586637867,120.966570594037,1.13231123093971,0.533341173076923,0.400959046021415,5.42111260184649,141.120655067262,0.127194106369776,0.377772617734741,0.411171164219623,0.384121509821611,0.0547859653212077
2.4240485777645,2.64446978676978,-0.215370028617783,4.65307435345365,5.07618314920459,1.36626681142447,1.54453520516691,-0.644,2.94053997487461,2.87823011316789,0.841580637065286,0.520956338461538,WI_S05_P04,3.85231496042392,4.07630923689382,0.920351147383545,14.9241796143614,15.7919515512276,1.93221763784518,2.04006593030714,0.825,4.22809056557973,4.17041832440117,0.666752928768338,0.258125743589744,1.81933609796156,2.03828682156525,-0.695982950962612,1.98827977129467,2.22756227392809,1.2188293563908,1.43210823613301,-0.754,1.87375881165011,1.78715261591001,0.207796691622791,0.915030230769231,3.54722838496566,3.51182739265666,92.6471104873895,0.888802247564094,0.586277564102564,0.364055810068,4.00938061515881,121.672115818113,0.19347468698972,0.291481590825191,0.298582097978578,0.269618955464315,0.0542485305030303
2.30772363217924,2.61643471462468,0.0130992762393076,4.93648186950754,5.59684979232022,1.14226529317843,1.41611899217545,-0.489,3.20459716846055,3.16920931399154,1.13772376970126,0.467483461538462,WI_S05_P03,3.83587196801125,4.41527182928734,1.41279989232197,16.0667520793951,18.4935989615618,1.69244822668228,3.05829053557702,1.17,4.61046376640132,4.44247469235307,1.12423911413509,0.238745948717949,1.63238004903765,1.82157435878258,-0.605524853696242,2.01460214581593,2.24809633891944,0.942857359307335,1.16166217120125,-0.675,1.98136909949548,1.9232327450827,0.24455851768229,0.810274153846154,2.84548980952198,2.8649851261993,44.945956886569,1.02542809693947,0.524242493589744,0.339985124305309,3.06973278263137,56.5029487472008,0.179561017574483,0.573925501372392,0.397847930442152,0.592034758161518,0.157981256163835
2.92939434767756,3.1659227626903,-0.125046652811124,5.7191473539545,6.18092910755405,1.74473522346515,1.9295276624086,-0.674,3.59001944326654,3.55423829669617,1.08187306983743,0.512208230769231,WI_S05_P02,5.54448665171537,5.83600486025074,1.34420244013959,23.0625528053851,24.2751364944446,3.691400005418,4.01914530715176,1.103,5.16343537334639,5.11946464664925,1.02887991157271,0.240410794871795,1.90374068394522,2.11875235868102,-0.701144823104165,2.0698842415865,2.30366044915826,1.26653740568528,1.47964049687754,-0.75,1.9375429935792,1.84852080626927,0.190355555723544,0.919732923076923,3.04041443899285,3.02853921754438,31.9818032041844,1.06809402189769,0.579700480769231,0.359491312614053,2.80862565100379,36.7906957888364,0.113526740126349,0.176307085467028,0.206089107513974,0.405725779526605,0.0317124898751319
2.73782984216719,2.91970773171976,-0.389582375502242,6.89748227377451,7.35569172852549,1.34920717460292,1.55438926913434,-0.657,3.68024516943566,3.63831624726563,0.755213353075159,0.396931769230769,WI_S05_P01,7.3935158418496,7.48851513224172,0.958527096157152,67.1649644459189,68.0279671225964,6.36608411819998,6.44296026683351,0.59,5.95343528513702,5.99388658473263,0.989086952542992,0.110079948717949,1.80812165888072,2.00738770305541,-0.6588324603865,2.18631608022891,2.42726145825863,1.18061382339866,1.42080716495941,-0.72,1.99495376878588,1.92541999028897,0.231609284764786,0.8270175,3.91162447456378,3.86360991885469,58.9448264050989,0.853846550782328,0.468240326923077,0.376030190336565,2.99961481728848,51.6737281133022,0.0477594930341333,0.417447709584074,0.410551391203566,0.254721727814402,0.112224766478655
2.62350525194259,2.9008053744208,-0.0842745728587969,5.29577892463454,5.85553391019491,1.7050255130056,1.84080254237113,-0.68,2.77553523810879,2.77611482117185,1.2361260046479,0.495395538461539,WI_S04_P05,5.12063886242142,5.55996807120811,1.65613902513663,23.678027963387,25.7095028574914,4.15877866686844,4.839643065351,1.455,3.81351797450603,3.76674346143171,1.26291065259339,0.216261205128205,1.73692148629353,1.95677436593651,-0.702076557037414,1.90060918635762,2.14118102912313,1.29219077538884,1.49281646561123,-0.774,1.50879583956324,1.41599689631049,0.218496032015132,0.913876192307692,2.84336933358899,2.82688351718762,48.7136163392906,1.1450448179054,0.564785756410256,0.375991291293401,2.17015623132121,56.4322343756503,0.157249836723805,0.138547138441236,0.128471885062192,0.55413369909201,0.0483382895987393
1.38277447277724,1.74566126022048,0.27840627360095,1.94717210244419,2.45817591598428,0.926174929481467,1.27558496384992,0.301,1.66818226362122,1.62104799820077,0.950117103527473,0.710144969230769,WI_S04_P04,1.27691213201057,1.75618991139003,0.939506785359617,1.85550068258837,2.55194660435103,0.853084403796014,1.2602007776541,0.824,1.7136630527025,1.67815189851139,0.671251197251355,0.68817658974359,1.5298463319755,1.73117500631628,-0.640351064314084,2.06002145638067,2.33112148797086,1.08704047762721,1.30218508669083,-0.738,1.59134445630114,1.538176020093,0.283012226629207,0.742636115384615,0.260828842916798,0.259673537766548,0.51571528722245,0.822688184355691,0.714834807692308,0.0852111915354856,0.279825682031179,0.659270690956845,0.0890020668145497,0.253849917949929,0.272770155641069,0.129770023176105,0.0514234067969952
1.98233663658204,2.23452425852116,-0.198607767861811,3.64600812443345,4.10984363123059,1.25626271137848,1.49476185394196,-0.59,2.29141202875058,2.25020828221742,0.914802346171649,0.543700553846154,WI_S04_P03,2.36859986001478,2.64537518630233,0.855853643817041,7.5900169736767,8.47692466115933,1.23707073362844,1.48538934289969,0.698,2.93363623977399,2.92108713702091,0.762750056309527,0.312067794871795,1.77923712369374,2.01858532325909,-0.752732493520356,1.99719759622357,2.2658664782217,1.26671425349208,1.50025197883556,-0.832,1.83489302587716,1.76189970590618,0.282584377111736,0.890866846153846,2.33163290181782,2.28625822138099,40.4744513130635,0.841251197016872,0.601212871794872,0.323799042184149,2.99308697612757,54.3198185652099,0.176557755800048,0.560455359378939,0.630211262726156,0.251723292762719,0.120073924145282
2.19439792362744,2.40794139668848,-0.0910787846699133,4.30243265326696,4.72111533679369,1.36128652384426,1.55977754824206,-0.486,2.29879095137173,2.27823729658983,0.938312074156443,0.510036553846154,WI_S04_P02,3.6829202310026,3.94263328177914,1.08484505237513,14.2176522779997,15.2202560859552,2.6802098798415,2.93902424283976,0.916,2.92705484780348,2.92154973667538,0.878276630886295,0.259038564102564,1.54155575366217,1.73492185642381,-0.606655933193215,1.73938172509304,1.9575622641991,1.01928994893504,1.22407883733034,-0.619,1.56427040516546,1.4959455246038,0.23756979731946,0.8862665,1.99275076131371,1.95524377518349,35.1884066864577,0.843649398719425,0.572230634615385,0.34160925632055,1.74876178349974,44.3593173347933,0.144590886052134,0.252545513894944,0.332286832853637,0.242848420765075,0.0711921755800168
3.2188957856298,3.45673192593643,-0.256279513225271,6.91177996132161,7.42247405585807,1.823842372575,1.99447261199546,-0.773,3.50441208730019,3.46256698224756,1.10927562821814,0.465711553846154,WI_S04_P01,7.58912336422024,7.84275158354295,1.57360712881749,45.4851823297431,47.0052954239973,6.16162340621366,6.46662369401529,1.429,4.3697329973954,4.3549798726382,1.14411669485734,0.166848256410256,2.02171857190239,2.25526059270462,-0.757434788886766,2.21221486105856,2.46776236221952,1.35484500958597,1.58995094263943,-0.832,1.93668773468113,1.83482989320458,0.202455602147218,0.913888884615385,3.32928937715647,3.32436512310686,35.5257644446855,1.20268347546562,0.540124846153846,0.387414999163588,1.89365681217489,31.3983229507768,0.0535485528372859,0.16725864517133,0.212960780476959,0.346200805626469,0.0356197371053758
